,Title,Company,Link,Job Description
90,Data Analyst,ADECCO PERSONNEL PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-adecco-personnel-c3e88be96ac46a85826fe7a66fbce18f?source=MCF&event=Search,"Responsibilities: • As an Entry-Level Program/Project Management Office Analyst, you will be responsible for overseeing the day-to-day operations of the Project. • Work with project team to prepare program level decks and reports.
• Support project team in administrative tasks pertaining to billing and invoicing processes. • Support the end to end PMO related functions for the project such as billings, procurement, resource planning, client deliverables management & project status reporting. • Work closely with the project team in the preparation of the project status reports and ensure timely submission. • Participate in client meetings for project status updates and document action points where needed.
"
91,G07 - Data Engineer,FPT ASIA PACIFIC PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/g07-data-engineer-fpt-asia-pacific-70e08605db442f6c08e7b4542b7a6793?source=MCF&event=Search,"Ability to
Manage and organize large datasets, including data acquisition, cleaning, transformation, and storage.
Develop and implement data governance policies and procedures to ensure the accuracy, completeness, and security of our data.
Collaborate with cross-functional teams to design and implement data solutions that meet business requirements.
Develop and maintain data dictionaries, metadata, and other documentation to support data management and analysis.
Develop and maintain data quality metrics and processes to monitor and improve data quality.
Provide technical leadership and guidance to the team, including mentoring junior data analysts.
Stay up-to-date with emerging trends and technologies in data management and analysis.
Strong understanding of data governance and data quality principles.
Experience with data visualization tools such as Tableau or Power BI.
Excellent problem-solving and troubleshooting skills.
Strong communication and collaboration skills.
Preferred Qualifications:
Degree/ qualifications in Computer Science, Information Management, or a related field.
Experience with data management tools such as SQL, Python, or R.
Professional certifications in data management, such as Certified Data Management Professional (CDMP) or Data Management Association Certified Data Management Professional (DAMA-CDMP).
Experience with big data technologies such as Hadoop or Spark.
Experience with cloud-based data management platforms such as AWS or Azure.
Experience with machine learning and predictive analytics.
"
92,9 Months Contract Static Data Analyst_BJJ,RECRUIT EXPRESS PTE LTD,https://www.mycareersfuture.gov.sg/job/banking-finance/9-months-contract-static-data-analystbjj-recruit-express-78278ca354ee66d7a068db0a6816ac17?source=MCF&event=Search,"Job Description:
• Attached to the Private Wealth Operations Team
• Update pricing of securities
• Set up and maintain client and asset static
• Creation and maintenance of client static
• Creation and maintenance of asset static
• Mark-to-market pricing

Job Requirements:
• Diploma/Degree in any relevant discipline
• 3 to 6 years of relevant static data experience
• Salary ranges between S$4,000 to S$5,000 per month

"
93,Data Analyst,ELLIOTT MOSS CONSULTING PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-elliott-moss-consulting-ccfed6405fe18f8bb510c4d605a95cd3?source=MCF&event=Search,"Key Responsibilities:
Oversee data reconciliation and quality checks, including implementation, monitoring, and troubleshooting.
Manage data-related service level agreements (SLAs) and address queries from end users.
Develop and maintain technical and functional documentation.
Utilize Snowflake SQL and Python to manage and optimize data processes.
Work closely with stakeholders to ensure data accuracy, integrity, and compliance.
Leverage Informatica, Tableau, and Denodo to enhance data reporting and visualization.
Prioritize and manage multiple tasks in a fast-paced environment while maintaining high accuracy and attention to detail.
Requirements:
Bachelor’s degree in computer science, Information Technology, or a related field.
Minimum of 3 years of experience in Data Management, preferably in the financial industry.
Proficiency in Snowflake SQL and Python for data processing and analysis.
Hands-on experience with Informatica, Tableau, and Denodo.
Strong problem-solving skills and the ability to communicate effectively with stakeholders.
Experience in technical documentation, including functional and technical specifications.
Ability to work in a dynamic environment, managing multiple priorities efficiently.
"
94,Data Analyst,HELIUS TECHNOLOGIES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-helius-technologies-a6d591038ef064d24827313e54c6081f?source=MCF&event=Search,"Roles & Responsibilities
1. Primariy responsibility includes comprehending suitable data sources, analysing them, and ensuring their appropriateness for use as data drivers in the enterprise-wide allocation of costs. 2. t includes interpreting trends and patterns in complex data sets and collaborating with various business and finance stakeholders to seek confirmation and approval. 3. Troubleshoot data issues for resolution by working with upstream data providers and other stakeholders. 4. Define transformation rules / ETL logic to align with target data standards. 5. Provide support to users and assist business unit controllers in translating data requirements into deliverables 6. Work with a team comprising of businesses, business analysts, process subject matter experts, technology leads carrying out current state analysis, suggest process improvements, establish and facilitate resolution to data quality issues. 7. Leverage technical capabilities to drive the development, evolution, and implementation of data enhancements, that will enable self-service by data consumers. 8. Continuously evaluate data quality gaps, inefficiencies, and opportunities; provide recommendations for improvement 9. Implement data governance considering data quality metrics, metadata, lineage, data access rights and business definitions. 10. Establish suitable working groups of stakeholders to drive targeted discussions and business outcomes. 11. Ensure technical solutions provided are appropriate and support process changes. 12. Ensure successful delivery of enhancements working with our tech partners encapsulating preparation of user requirements, solutioning, testing, implementation, live verification, and documentation 13. Maintain a robust communication between all the stakeholders to ensure coordination and delivery of task/activities.
"
95,Data Analyst,APAR TECHNOLOGIES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-apar-technologies-2b994428985021ff6923aee518d97edb?source=MCF&event=Search,"Key Responsibilities:
Implement, monitor, and troubleshoot data reconciliation and quality checks.
Manage Service Level Agreements (SLAs) and handle queries from end users.
Develop and maintain technical and functional documentation.
Collaborate with stakeholders to address data-related issues and improve processes.
Utilize Snowflake SQL and Python for data processing and management.
Ensure data accuracy and maintain high-quality standards in a fast-paced environment.
Requirements:
Bachelor's degree in Computer Science, Information Technology, or related fields.
At least 3 years of experience in data management, preferably in the financial industry.
Proficiency in Snowflake SQL and Python.
Strong understanding of data reconciliation and quality control.
Excellent problem-solving and communication skills.
Detail-oriented with a focus on accuracy and quality.
Preferred Skills:
Experience with Informatica, Tableau, or Denodo.
"
96,Data Analyst,IDC TECHNOLOGIES (SINGAPORE) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-idc-technologies-8eb62f970a6bd1efcb5924c772e235c0?source=MCF&event=Search,"Roles & Responsibilities
Possess a degree in Computer Science/Information Technology or related fields.
At least 6 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in Snowflake SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skills good to have : Informatica,Tableau,Denodo
"
97,Data Analyst,IDC TECHNOLOGIES (SINGAPORE) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-idc-technologies-9c8301714904436214c752f08062dacf?source=MCF&event=Search,"Roles & Responsibilities
Possess a degree in Computer Science/Information Technology or related fields.
At least 3 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in Snowflake SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skills good to have : Informatica,Tableau,Denodo
"
98,Data Analyst - Healthcare | Permanent,GMP TECHNOLOGIES (S) PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-healthcare-permanent-gmp-technologies-20a9f08a18ea366536a8c09085d6ee93?source=MCF&event=Search,"Main Responsibilities:
Gather, clean, and validate data from multiple sources to ensure accuracy and completeness.
Analyze large datasets to identify trends, patterns, and key insights.
Develop reports, dashboards, and visualizations to effectively communicate findings to stakeholders.
Present actionable insights to support data-driven decision-making.
Collaborate with cross-functional teams (e.g., doctors, nurses, administrators) to understand their data needs.
Identify opportunities for process automation and optimization through data-driven approaches.
Translate data insights into strategic recommendations to enhance business performance.
Other Responsibilities:
Ensure administrative staff receive proper induction, orientation, and training to develop the necessary skills and knowledge for their roles.
Supervise a team of administrative staff supporting the division’s doctors, including conducting performance appraisals with input from the division’s doctors.
Manage room and workstation allocations for staff within the department.
Requirements:
Bachelor's degree from a recognized institution.
At least two years of relevant experience in data analysis.
Proficiency in data analysis tools, particularly Excel.
Practical knowledge or experience in process improvements and innovation.
Strong statistical analysis and problem-solving skills.
High attention to detail and accuracy.
Strong analytical abilities with excellent written and verbal communication skills.
"
99,Data Analyst,LYNEER CORP (SINGAPORE) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-lyneer-corp-908643e66cfa621367e4a78b51a2eba4?source=MCF&event=Search,"Roles & Responsibilities
Possess a degree in Computer Science/Information Technology or related fields.
At least 6 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in Snowflake SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skills good to have : Informatica, Tableau,Denodo
"
100,Data Analyst,LYNEER CORP (SINGAPORE) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-lyneer-corp-5d17645159bac83c0bd4b078212ad038?source=MCF&event=Search,"Roles & Responsibilities
Possess a degree in Computer Science/Information Technology or related fields.
At least 3 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in Snowflake SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skills good to have : Informatica, Tableau,Denodo
"
101,Data Analyst,TECHNOPALS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-technopals-2f83fef72ec19440776023807f16e107?source=MCF&event=Search,"Mandatory Skills
Possess a degree in Computer Science/Information Technology or related fields.
At least 3 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in Snowflake SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skillsets (Good to have)
Informatica
Tableau
Denodo
"
102,Data Analyst,NEARSOURCE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-nearsource-527bc7b1abaf82ed280457922d3ea6ee?source=MCF&event=Search,"Mandatory Skills
Possess a degree in Computer Science/Information Technology or related fields.
At least 3 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in Snowflake SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skillsets (Good to have)
Informatica
Tableau
Denodo
"
103,Data Analyst - Contract,NTT SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-contract-ntt-singapore-12f30efa475ddc572eb1f58e51607dd2?source=MCF&event=Search,"Requirements:
Possess a degree in Computer Science/Information Technology or related fields.
At least 3 years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation,monitoring and troubleshooting).
Proficiency in Snowflake, SQL and Python.
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Skills(Good to have)
Informatica
Tableau
Denodo
"
104,Data Analyst (SnowflakeSQL_Python_DataMgmt_SLA),MALTEM ASIA PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-maltem-asia-5c62de6e37878138c20bcf43aec0a5dc?source=MCF&event=Search,"Must Have Skillsets :
Possess a degree in Computer Science/Information Technology or related fields.
At least 3+ years of working experience in Data Management, especially in financial industry.
Ability to manage data reconciliation/quality checks (implementation, monitoring and troubleshooting).
Proficiency in:
Snowflake SQL
Python
Experience in managing SLA and queries from end users.
Experience in providing documentation support, e.g. in technical/functional specifications.
Strong problem-solving and communication skills with stakeholders.
Detail-oriented with a focus on quality and accuracy.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Good-To-Have:
Informatica
Tableau
Denodo
"
105,Data Analyst,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-optimum-solutions-f45252baaead60294b69d820410977fc?source=MCF&event=Search,"Key Skills Required

5+ years of experience in B2B, lead generation or marketing analytics.
5+ years of recent SQL experience with a deep understanding of structure and unstructured databases
Bilingual capabilities are mandatory depending on respective region.
Basic understanding of Python, R or other language to performance data analytical tasks
Working knowledge in relevant technologies – Salesforces, Teradata, BigQuery, Notebooks
Able to drive collaboration within a matrixed environment.
Strong interpersonal skills, results-oriented and an appreciation of diversity in teamwork.
Bachelor’s degree (Computer science, Information technology, or a similar field.) – MBA or advanced quantitative degree is a plus.
Job Description

The role takes specific focus on day-to-day campaign leads roll out, operational needs and local/regional long-term approach to operation/automation of campaign work as opposed to an ad-hoc project basis.
Create/Run SQL and python codes daily for campaign leads targeting. Upload leads to Sales and refine targeting through sales feedback.
Weekly meeting with sales and internal team to improve targeting and expand potential customer base.
"
106,Senior Data Engineer,MISTER MOBILE WOODLANDS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-engineer-mister-mobile-woodlands-efe8f354d08ee5469096ecaabddf27de?source=MCF&event=Search,"Key Responsibilities:
Data Warehouse Architecture: Design and maintain a cloud-based data warehouse that consolidates data from various systems (ERP, CRM, e-commerce, inventory) and enables seamless access for analytics and AI applications.
Data Pipeline and ETL Management: Build and optimize ETL pipelines that transform raw data from multiple sources into structured, high-quality data, ensuring data integrity and availability for analysis and modeling.
AI and Machine Learning Collaboration: Work closely with data scientists to enable machine learning capabilities by preparing, transforming, and feeding data to AI models for applications such as predictive analytics, personalization, and customer segmentation.
Data Quality and Governance: Implement data validation, cleaning, and monitoring processes to ensure the accuracy and consistency of data across the data warehouse. Enforce data governance practices, including access control, compliance with data privacy standards (GDPR, PDPA), and metadata management.
Scalable Data Architecture: Develop scalable data solutions that accommodate growing data volumes, ensuring that data infrastructure can handle real-time and batch processing for advanced analytics.
Performance Optimization and Troubleshooting: Continuously monitor data pipelines and warehouse performance, optimizing workflows and resolving issues to improve data processing speed and efficiency.
Collaboration with BI and Analytics Teams: Partner with BI developers and data analysts to build dashboards, reports, and data visualizations, supporting data-driven decision-making across departments.
Mentorship and Leadership: Mentor junior data engineers, provide technical guidance, and promote best practices in data engineering, including ETL design, data modeling, and data warehouse optimization.
Required Skills and Qualifications:
Bachelor’s degree in Computer Science, Data Engineering, Information Systems, or a related field; a master’s degree is a plus.
5+ years of experience in data engineering, with expertise in data warehousing, ETL processes, and data integration.
Proficiency in data warehousing technologies (e.g., Snowflake, BigQuery, AWS Redshift) and ETL tools (e.g., Apache Airflow, Talend).
Strong knowledge of programming languages (e.g., Python, SQL) for data processing and data pipeline automation.
Experience working with AI and machine learning teams to develop data workflows that support model training, validation, and deployment.
Familiarity with data governance and compliance standards, ensuring secure and compliant data practices.
Excellent problem-solving skills, with a focus on performance optimization and troubleshooting in data systems.
"
107,Data Engineer (Intern),LHN GROUP PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-lhn-group-7cb6f547f22c704a941b974c28527347?source=MCF&event=Search,"Roles & Responsibilities
We are seeking a highly motivated and inquisitive Data Engineering Intern to assist in the design, development, and maintenance of a new data warehouse on the AWS cloud platform. You will play a crucial role in building and optimizing data pipelines to extract, transform, and load (ETL) data from various sources. This is an excellent opportunity to gain hands-on experience with real-world data engineering challenges and contribute to the growth of a dynamic company.

Key Responsibilities:
· Assist in the design and development of the data warehouse architecture on AWS.
· Develop and maintain data pipelines using AWS services like AWS Glue, AWS S3, AWS Redshift/Aurora.
· Extract, transform, and load data from various sources (NetSuite, Salesforce, SharePoint, other SaaS & internal systems) into the data warehouse.
· Ensure data quality and integrity throughout the data pipeline.
· Collaborate with data analysts and business users to understand their data needs and requirements.
· Assist in the development of data quality checks and monitoring processes.
· Learn and apply best practices in data engineering and cloud computing.
· Document all data pipelines and processes.
· Support the development and maintenance of data models.
Requirements
· Currently pursuing a Bachelor's or Master's degree in Computer Science, Data Science, or a related field.
· Strong understanding of data warehousing concepts and principles.
· Experience with SQL and a scripting language like Python.
· Basic understanding of cloud computing concepts and AWS services (preferred).
· Familiarity with data modeling and data visualization tools (a plus).
· Excellent analytical and problem-solving skills.
· Strong communication and interpersonal skills.
· Ability to work independently and as part of a team.
· Passion for learning new technologies and solving challenging problems.
"
108,"Data Analyst, Office of Campus Infrastructure and Services",HYPERSCAL SOLUTIONS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/others/data-analyst-office-campus-infrastructure-services-singapore-management-university-72d07f55455872a8a88d4fc93b8a8509?source=MCF&event=Search,"RESPONSIBILITIES
Data Analysis and Reporting: Analyze data within OCIS and the University, maintenance schedules, and operational costs to provide actionable insights that enhance efficiency and performance.
Process Automation: Automate data collection and reporting processes and generate insights to support decision-making.
Dashboard Development and Maintenance: Develop, maintain, and enhance dashboards using data visualization tools like Power BI to provide real-time insights and support data-driven decision-making across the campus.
Collaboration with internal and external stakeholders: Work closely with teams within OCIS, IT department, and other stakeholders to foster collaboration, break down data silos and provide insights to achieve departmental objectives and goals.
Administrative Support: Assist the team with administrative tasks such as preparing reports, managing data documentation, coordinating meetings, maintaining records to ensure smooth operations with the team and department.
Other duties as assigned.
QUALIFICATIONS
Bachelor's degree in Data Science, Statistics Computer Science, IT or related discipline.
Minimum of 3 year in data engineering or relevant IT experience.
Proven experience as a Data Analyst or in a similar role.
Proficiency in data analysis tools and software (e.g. SQL, Python, R, Excel)
Proficiency with data visualization tools (e.g. Tableau, Power BI) is essential.
Understanding of data governance and data quality principles.
Ability to work with unstructured data and perform text analytics.
Background in statistics would be useful
Strong analytical and problem-solving skills
Excellent communication collaboration abilities.
Knowledge of database management systems (e.g., MySQL, PostgreSQL).
Familiarity with machine learning techniques and predictive modeling.
Ability to translate complex data into clear, actionable insights.
Experience with data cleaning, preprocessing, and transformation.
Understanding of statistical analysis and data mining techniques.
Understand the importance of business context
Ideally with prior experience in managing real estate, facilities or engineering data.
Able to articulate data insights aligned with business intent
Strong attention to detail and ability to manage multiple tasks simultaneously.
Ability to work independently and as part of a team in a fast-paced environment.
Results-oriented, with a strong focus on both quality and efficiency.
Proactive, positive problem-solver with a ""can-do"" attitude.
"
109,Data Analyst (Marketing),MOHAN MANAGEMENT CONSULTANTS PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-ascendion-engineering-solutions-singapore-c560cd0734566388c986c99e38d12e69?source=MCF&event=Search,"Job Description:
This role sits within the Global Markets, Demand Management (DM) team and will be based in Singapore.
The candidate will be responsible to support and execute against the data targeting strategy for Our merchant business. The ultimate objective of this role is to generate customer demand and deliver quality leads to support the corporate sales teams across APAC in exceeding their revenue goals.
The role takes specific focus on day-to-day campaign leads roll out, operational needs and local/regional long-term approach to operation/automation of campaign work as opposed to an ad-hoc project basis.
The data analyst role is one that would work closely with enterprise, inside sales and internal technical specialists to develop lead generation campaigns target to support expansion plans into APAC and ramp up Cross-border market opportunities.
Day to Day task:
The role takes specific focus on day-to-day campaign leads roll out, operational needs and local/regional long-term approach to operation/automation of campaign work as opposed to an ad-hoc project basis.
Create/Run SQL and python codes daily for campaign leads targeting. Upload leads to Sales and refine targeting through sales feedback. Weekly meeting with sales and internal team to improve targeting and expand potential customer base
Skills
• 2+ years of experience in B2B, lead generation or marketing analytics.
• 2+ years of recent SQL experience with a deep understanding of structure and unstructured databases
• Bilingual capabilities are mandatory depending on respective region.
• Basic understanding of Python, R or other language to performance data analytical tasks
• Working knowledge in relevant technologies – Salesforces, Teradata, BigQuery, Notebooks
• Able to drive collaboration within a matrixed environment.
• Bachelor’s degree (Computer science, Information technology, or a similar field.) – MBA or advanced quantitative degree is a plus.

"
110,Data Analyst (Bank |Up to $8k),ADECCO PERSONNEL PTE LTD,https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-adecco-personnel-0cb70f91375acd77fd8dedd01ab3720f?source=MCF&event=Search,"Responsibilities
1. Primariy responsibility includes comprehending suitable data sources, analysing them, and ensuring their appropriateness for use as data drivers in the enterprise-wide allocation of costs. 2. It includes interpreting trends and patterns in complex data sets and collaborating with various business and finance stakeholders to seek confirmation and approval. 3. Troubleshoot data issues for resolution by working with upstream data providers and other stakeholders. 4. Define transformation rules / ETL logic to align with target data standards. 5. Provide support to users and assist business unit controllers in translating data requirements into deliverables 6. Work with a team comprising of businesses, business analysts, process subject matter experts, technology leads carrying out current state analysis, suggest process improvements, establish and facilitate resolution to data quality issues. 7. Leverage technical capabilities to drive the development, evolution, and implementation of data enhancements, that will enable self-service by data consumers. 8. Continuously evaluate data quality gaps, inefficiencies, and opportunities; provide recommendations for improvement 9. Implement data governance considering data quality metrics, metadata, lineage, data access rights and business definitions. 10. Establish suitable working groups of stakeholders to drive targeted discussions and business outcomes. 11. Ensure technical solutions provided are appropriate and support process changes. 12. Ensure successful delivery of enhancements working with our tech partners encapsulating preparation of user requirements, solutioning, testing, implementation, live verification, and documentation 13. Maintain a robust communication between all the stakeholders to ensure coordination and delivery of task/activities.

Requirements
Strong Data Analysis & Interpretation Skills
Collaborative & Communication Skills
Proficiency in ETL processes, data governance principles (including data quality metrics, metadata, and lineage), and the ability to define transformation rules and implement data enhancements
Data Analysis experience in banking finance/platform projects will be preferred
"
111,Data Engineer,ARGES GLOBAL PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-arges-global-0374f91b5058ec921cf8b2d409de4c4b?source=MCF&event=Search,"Scope of Work:
Collaborate with the lead Business / Data Analyst to gather and analyse business requirements for data processing and reporting solutions.
Maintain and run existing Python code, ensuring smooth execution and troubleshooting any issues that arise.
Develop new features and enhancements for data processing, ingestion, transformation, and report building.
Implement best coding practices to improve code quality, maintainability, and efficiency.
Work within Microsoft Fabric to manage data integration, warehousing, and analytics, ensuring optimal performance and reliability.
Support and maintain CI/CD workflows using Git-based deployments or other automated deployment tools, preferably in Fabric.
Develop complex business rules and logic in Python to meet functional specifications and reporting needs.
Participate in an agile development environment, providing feedback, iterating on improvements, and supporting continuous integration and delivery processes.

Requirements:
This person will be an individual contributor responsible for programming, maintenance support, and troubleshooting tasks related to data movement, processing, ingestion, transformation, and report building.
Advanced-level Python developer.
Moderate-level experience in working in Microsoft Fabric environment (at least one and preferably two or more client projects in Fabric).
Well-versed with understanding of modelling, databases, data warehousing, data integration, and technical elements of business intelligence technologies.
Ability to understand business requirements and translate them into functional specifications for reporting applications.
Experience in GIT-based deployments or other CI/CD workflow options, preferably in Fabric.
Strong verbal and written communication skills.
Ability to perform in an agile environment where continual development is prioritized.
Working experience in the financial industry domain and familiarity with financial accounting terms and statements like general ledger, balance sheet, and profit & loss statements would be a plus.
Ability to create Power BI dashboards, KPI scorecards, and visual reports would be a plus.
Degree in Computer Science or Information Systems, along with a good understanding of financial terms or working experience in banking/financial institutions, is preferred.
"
112,Data Analyst (JD#9997),SCIENTE INTERNATIONAL PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-sciente-international-56a0df1f0eda8d86772baf8f918c171e?source=MCF&event=Search,"Mandatory Skill-set
Degree in Computer Science, Information Systems, Data Science or equivalent;
Proficiency in analyzing large, complex data sets to identify trends, patterns, and actionable insights;
Experience with statistical analysis and data visualization tools (e.g., Power BI, Tableau, Excel);
Knowledge of ETL processes and data transformation techniques;
Ability to align data analysis with business objectives and communicate complex data insights to non-technical stakeholders;
Experience implementing and maintaining data quality standards and improving data accuracy and reliability;
Proficient in SQL for querying and manipulating data in various databases (e.g., Oracle, SQL Server, MySQL, PostgreSQL);
Ability to lead discussions, negotiate solutions, and drive consensus across multiple stakeholders;
Strong written and verbal communication skills.
Desired Skill-set
Experience with agile methodologies or similar frameworks for managing project tasks and deliverables;
Prior experience with banking clients.
Responsibilities
Analyze and assess various data sources to determine their suitability and alignment with the business’s cost allocation requirements across the enterprise;
Identify trends and patterns within complex data sets and collaborate with business and finance stakeholders to validate findings and obtain necessary approvals;
Work closely with upstream data providers and other stakeholders to identify and resolve data issues, ensuring data quality and accuracy;
Define and implement ETL processes and transformation rules to ensure data aligns with the organization’s data standards and requirements;
Assist users and business unit controllers in translating business data requirements into clear, actionable deliverables, ensuring data solutions meet their needs;
Collaborate with business analysts, subject matter experts, and technology leads to conduct current state analyses, suggest process improvements, and address data quality issues;
Establish and enforce data governance policies and practices related to data quality metrics, metadata management, data lineage, access control, and business definitions;
Facilitate stakeholder working groups to drive discussions that result in targeted business outcomes, ensuring alignment across teams;
Maintain clear and consistent communication with all stakeholders, ensuring effective coordination and the timely completion of tasks and activities.
"
113,Market Insights Analyst,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,https://www.mycareersfuture.gov.sg/job/information-technology/market-insights-analyst-allegis-group-singapore-0a9ff2291706db2296f255b69ced94a2?source=MCF&event=Search,"The Position:
Ensure data quality is maintained at high standards and continually enhance processes based on both quantitative and qualitative feedback
Quality assurance reviewing, verifying, editing, scoring, transcribing, copywriting, and reporting on data and/or assets across a broad scope of media and content types.
Generating detailed reports that analyze issues and patterns for your market, offering insights to managers, statisticians, and engineers
Analyzing metrics and query logs to identify and resolve data and relevance issues

The Candidate:
At least 1-4 years overall experience as a Data Analyst
Data Visualization/dashboarding (Tableau or PowerBI experience)
Python experience is a must
LLM (Large language models) is desirable
Linguistic/cultural skills in Japanese or Korean
"
114,Data Analyst (Contract),TANGSPAC CONSULTING PTE LTD,https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-tangspac-consulting-e5ffe894b655c4f674f7dde0485ca7c3?source=MCF&event=Search,"Roles & Responsibilities
Primariy responsibility includes comprehending suitable data sources, analysing them, and ensuring their appropriateness for use as data drivers in the enterprise-wide allocation of costs.
Includes interpreting trends and patterns in complex data sets and collaborating with various business and finance stakeholders to seek confirmation and approval.
Troubleshoot data issues for resolution by working with upstream data providers and other stakeholders.
Define transformation rules / ETL logic to align with target data standards.
Provide support to users and assist business unit controllers in translating data requirements into deliverables
Work with a team comprising of businesses, business analysts, process subject matter experts, technology leads carrying out current state analysis, suggest process improvements, establish and facilitate resolution to data quality issues.
Leverage technical capabilities to drive the development, evolution, and implementation of data enhancements, that will enable self-service by data consumers.
Continuously evaluate data quality gaps, inefficiencies, and opportunities; provide recommendations for improvement
Implement data governance considering data quality metrics, metadata, lineage, data access rights and business definitions.
Establish suitable working groups of stakeholders to drive targeted discussions and business outcomes.
Ensure technical solutions provided are appropriate and support process changes.
Ensure successful delivery of enhancements working with our tech partners encapsulating preparation of user requirements, solutioning, testing, implementation, live verification, and documentation
Maintain a robust communication between all the stakeholders to ensure coordination and delivery of task/activities.
"
